OrderID,CustomerID,ProductID,StoreID,DeliveryPartnerID,OrderDate,DeliveryDate,Quantity,TotalPrice,DiscountApplied,DeliveryTimeMinutes,OrderStatus,PaymentMethodID,TimeOfDay
ORD01099,CUST0017,PROD142,STORE017,DP039,"2024-01-21 09:41:00","2024-01-21 09:56:00",7,1302.14,121.84,15,Cancelled,PAY01,Morning
ORD01100,CUST0021,PROD120,STORE046,DP010,"2024-03-23 18:19:00","2024-03-23 18:35:00",6,1516.08,383.93,16,Shipped,PAY05,Evening
ORD01101,CUST0020,PROD128,STORE020,DP003,"2024-12-23 17:34:00","2024-12-23 17:51:00",10,637.00,8.34,17,Returned,PAY05,Evening
ORD01104,CUST0015,PROD132,STORE040,DP027,"2024-12-22 13:20:00","2024-12-22 13:40:00",9,2565.81,520.27,20,Cancelled,PAY03,Afternoon
ORD01105,CUST0012,PROD003,STORE039,DP042,"2025-06-16 16:47:00","2025-06-16 17:08:00",2,743.10,154.00,21,Shipped,PAY02,Afternoon
ORD01106,CUST0019,PROD028,STORE046,DP027,"2024-09-01 15:33:00","2024-09-01 15:55:00",3,395.34,99.84,22,Shipped,PAY01,Afternoon
ORD01108,CUST0002,PROD029,STORE020,DP008,"2025-03-28 14:28:00","2025-03-28 14:52:00",2,667.24,171.93,24,Shipped,PAY02,Afternoon
ORD01109,CUST0036,PROD129,STORE032,DP024,"2024-06-29 17:25:00","2024-06-29 17:50:00",1,280.25,17.59,25,Delivered,PAY01,Evening
ORD01112,CUST0030,PROD131,STORE023,DP019,"2025-04-02 13:16:00","2025-04-02 13:44:00",4,716.84,177.25,28,Shipped,PAY05,Afternoon
ORD01114,CUST0002,PROD032,STORE034,DP043,"2024-04-23 09:31:00","2024-04-23 10:01:00",1,300.78,56.35,30,Delivered,PAY01,Morning
ORD01115,CUST0026,PROD040,STORE004,DP030,"2024-08-15 18:46:00","2024-08-15 18:56:00",5,872.55,43.79,10,Shipped,PAY04,Evening
ORD01116,CUST0023,PROD047,STORE035,DP020,"2024-06-11 12:39:00","2024-06-11 12:50:00",8,3667.52,722.47,11,Shipped,PAY01,Afternoon
ORD01117,CUST0041,PROD012,STORE024,DP030,"2024-09-14 19:04:00","2024-09-14 19:16:00",4,1548.92,277.31,12,Shipped,PAY05,Evening
ORD01118,CUST0047,PROD039,STORE040,DP033,"2024-08-04 13:49:00","2024-08-04 14:02:00",4,713.92,55.23,13,Delivered,PAY03,Afternoon
ORD01120,CUST0019,PROD148,STORE009,DP009,"2024-09-16 18:54:00","2024-09-16 19:09:00",6,574.98,124.14,15,Delivered,PAY02,Evening
ORD01121,CUST0045,PROD103,STORE019,DP012,"2025-04-18 15:24:00","2025-04-18 15:40:00",9,2475.00,413.08,16,Shipped,PAY04,Afternoon
ORD01122,CUST0048,PROD109,STORE044,DP020,"2025-02-11 12:21:00","2025-02-11 12:38:00",4,1984.08,574.39,17,Pending,PAY01,Afternoon
ORD01123,CUST0033,PROD001,STORE002,DP023,"2024-05-25 12:43:00","2024-05-25 13:01:00",6,1555.50,26.92,18,Delivered,PAY04,Afternoon
ORD01124,CUST0009,PROD059,STORE050,DP004,"2024-05-22 17:21:00","2024-05-22 17:40:00",7,2999.50,399.26,19,Cancelled,PAY04,Evening
ORD01125,CUST0035,PROD053,STORE010,DP033,"2024-04-07 14:43:00","2024-04-07 15:03:00",2,116.16,19.78,20,Shipped,PAY01,Afternoon
ORD01126,CUST0033,PROD029,STORE006,DP030,"2024-04-08 17:24:00","2024-04-08 17:45:00",5,591.70,16.62,21,Cancelled,PAY05,Evening
ORD01127,CUST0030,PROD066,STORE018,DP028,"2025-05-02 17:23:00","2025-05-02 17:45:00",10,1115.50,91.13,22,Pending,PAY02,Evening
ORD01128,CUST0021,PROD024,STORE029,DP008,"2024-02-09 11:32:00","2024-02-09 11:55:00",7,1871.94,412.27,23,Delivered,PAY05,Morning
ORD01130,CUST0027,PROD018,STORE033,DP002,"2024-12-12 11:02:00","2024-12-12 11:27:00",5,1122.15,254.38,25,Delivered,PAY02,Morning
ORD01132,CUST0032,PROD068,STORE006,DP025,"2024-06-06 18:53:00","2024-06-06 19:20:00",9,993.87,142.13,27,Returned,PAY03,Evening
ORD01133,CUST0012,PROD019,STORE041,DP004,"2024-08-13 18:04:00","2024-08-13 18:32:00",10,4565.10,1258.89,28,Delivered,PAY01,Evening
ORD01134,CUST0012,PROD091,STORE001,DP018,"2025-01-23 14:34:00","2025-01-23 15:03:00",9,932.85,196.24,29,Shipped,PAY04,Afternoon
ORD01135,CUST0009,PROD017,STORE008,DP032,"2024-05-09 09:25:00","2024-05-09 09:55:00",4,787.64,232.50,30,Returned,PAY02,Morning
ORD01136,CUST0028,PROD119,STORE003,DP016,"2025-03-20 15:55:00","2025-03-20 16:05:00",6,1010.70,167.16,10,Pending,PAY03,Afternoon
ORD01137,CUST0027,PROD150,STORE021,DP015,"2024-01-21 20:48:00","2024-01-21 20:59:00",1,384.61,42.34,11,Returned,PAY04,Evening
ORD01138,CUST0027,PROD114,STORE033,DP045,"2025-06-10 20:23:00","2025-06-10 20:35:00",10,4422.50,464.72,12,Returned,PAY01,Evening
ORD01139,CUST0040,PROD093,STORE009,DP045,"2024-06-16 13:00:00","2024-06-16 13:13:00",7,1440.53,210.07,13,Shipped,PAY03,Afternoon
ORD01140,CUST0016,PROD023,STORE040,DP024,"2024-10-14 12:09:00","2024-10-14 12:23:00",1,416.36,66.79,14,Pending,PAY01,Afternoon
ORD01141,CUST0012,PROD045,STORE033,DP044,"2024-10-14 13:26:00","2024-10-14 13:41:00",5,1605.20,138.86,15,Delivered,PAY04,Afternoon
ORD01143,CUST0012,PROD083,STORE005,DP029,"2024-11-21 08:36:00","2024-11-21 08:53:00",10,4917.30,980.31,17,Cancelled,PAY05,Morning
ORD01145,CUST0008,PROD123,STORE015,DP030,"2025-03-19 14:19:00","2025-03-19 14:38:00",3,1157.22,339.44,19,Shipped,PAY05,Afternoon
ORD01146,CUST0038,PROD043,STORE029,DP002,"2024-06-25 11:48:00","2024-06-25 12:08:00",7,3164.56,551.74,20,Delivered,PAY05,Morning
ORD01147,CUST0038,PROD150,STORE022,DP047,"2024-11-18 12:58:00","2024-11-18 13:19:00",5,1916.45,324.96,21,Delivered,PAY02,Afternoon
ORD01148,CUST0036,PROD052,STORE041,DP019,"2024-04-13 11:57:00","2024-04-13 12:19:00",10,1916.90,347.62,22,Delivered,PAY02,Morning
ORD01150,CUST0026,PROD087,STORE024,DP015,"2024-12-18 19:16:00","2024-12-18 19:42:00",1,112.77,23.22,26,Pending,PAY01,Evening
ORD01151,CUST0004,PROD090,STORE002,DP027,"2025-02-20 16:24:00","2025-02-20 16:51:00",7,1326.71,206.83,27,Returned,PAY01,Afternoon
ORD01152,CUST0014,PROD142,STORE045,DP029,"2025-05-18 17:16:00","2025-05-18 17:44:00",3,308.85,77.45,28,Shipped,PAY04,Evening
ORD01153,CUST0047,PROD100,STORE029,DP030,"2025-01-25 09:57:00","2025-01-25 10:26:00",1,243.80,34.41,29,Cancelled,PAY04,Morning
ORD01154,CUST0035,PROD003,STORE043,DP005,"2025-02-15 15:40:00","2025-02-15 16:10:00",7,1917.58,202.23,30,Delivered,PAY03,Afternoon
ORD01156,CUST0036,PROD005,STORE027,DP035,"2024-03-03 12:16:00","2024-03-03 12:27:00",7,2818.06,709.76,11,Cancelled,PAY01,Afternoon
ORD01157,CUST0016,PROD084,STORE029,DP038,"2024-07-26 16:15:00","2024-07-26 16:27:00",3,1026.81,64.43,12,Returned,PAY01,Afternoon
ORD01159,CUST0034,PROD081,STORE031,DP012,"2024-06-21 18:06:00","2024-06-21 18:20:00",6,1635.30,105.78,14,Returned,PAY02,Evening
ORD01160,CUST0045,PROD076,STORE011,DP043,"2024-03-14 11:15:00","2024-03-14 11:30:00",7,1686.16,111.00,15,Delivered,PAY05,Morning
ORD01161,CUST0041,PROD099,STORE045,DP027,"2025-03-22 07:45:00","2025-03-22 08:01:00",3,1380.36,228.37,16,Returned,PAY03,Morning
ORD01164,CUST0026,PROD118,STORE035,DP010,"2024-03-19 14:44:00","2024-03-19 15:03:00",2,115.74,11.67,19,Returned,PAY04,Afternoon
ORD01165,CUST0029,PROD075,STORE039,DP013,"2024-01-31 10:52:00","2024-01-31 11:12:00",6,2682.30,352.01,20,Pending,PAY02,Morning
ORD01166,CUST0050,PROD046,STORE032,DP041,"2024-03-06 10:12:00","2024-03-06 10:33:00",2,195.28,30.97,21,Shipped,PAY02,Morning
ORD01167,CUST0030,PROD047,STORE004,DP019,"2024-07-09 18:02:00","2024-07-09 18:24:00",9,2053.35,590.25,22,Delivered,PAY01,Evening
ORD01169,CUST0046,PROD037,STORE029,DP022,"2024-12-10 12:43:00","2024-12-10 13:07:00",1,121.42,3.64,24,Pending,PAY04,Afternoon
ORD01170,CUST0008,PROD142,STORE011,DP012,"2024-10-23 15:03:00","2024-10-23 15:28:00",10,1149.90,127.96,25,Cancelled,PAY02,Afternoon
ORD01172,CUST0003,PROD138,STORE019,DP020,"2024-08-13 08:43:00","2024-08-13 09:10:00",8,2567.76,637.61,27,Cancelled,PAY03,Morning
ORD01173,CUST0015,PROD146,STORE009,DP013,"2024-09-14 18:46:00","2024-09-14 19:14:00",5,1944.90,190.16,28,Pending,PAY01,Evening
ORD01174,CUST0004,PROD145,STORE026,DP021,"2025-04-17 10:48:00","2025-04-17 11:17:00",10,4815.70,893.09,29,Delivered,PAY03,Morning
ORD01175,CUST0026,PROD126,STORE039,DP012,"2024-12-04 11:53:00","2024-12-04 12:23:00",3,1081.71,305.97,30,Shipped,PAY01,Morning
ORD01177,CUST0008,PROD083,STORE031,DP018,"2025-01-21 13:34:00","2025-01-21 13:45:00",10,2178.70,69.15,11,Delivered,PAY02,Afternoon
ORD01178,CUST0026,PROD082,STORE031,DP045,"2024-08-17 13:26:00","2024-08-17 13:38:00",6,2444.82,497.22,12,Cancelled,PAY04,Afternoon
ORD01179,CUST0022,PROD047,STORE025,DP011,"2025-06-20 14:31:00","2025-06-20 14:44:00",5,880.95,107.93,13,Cancelled,PAY05,Afternoon
ORD01182,CUST0004,PROD112,STORE008,DP018,"2024-01-26 17:29:00","2024-01-26 17:45:00",6,623.76,62.18,16,Cancelled,PAY03,Evening
ORD01183,CUST0041,PROD129,STORE047,DP025,"2024-07-30 08:58:00","2024-07-30 09:15:00",6,1463.04,112.61,17,Shipped,PAY04,Morning
ORD01184,CUST0009,PROD141,STORE023,DP041,"2024-04-18 18:02:00","2024-04-18 18:20:00",3,946.83,158.16,18,Delivered,PAY02,Evening
ORD01185,CUST0046,PROD128,STORE023,DP015,"2024-09-20 19:46:00","2024-09-20 20:05:00",3,163.50,20.10,19,Delivered,PAY01,Evening
ORD01186,CUST0036,PROD145,STORE041,DP034,"2025-04-18 14:41:00","2025-04-18 15:01:00",8,3972.32,805.39,20,Returned,PAY02,Afternoon
ORD01187,CUST0029,PROD063,STORE016,DP015,"2024-09-28 13:34:00","2024-09-28 13:55:00",3,706.95,92.21,21,Shipped,PAY05,Afternoon
ORD01188,CUST0044,PROD013,STORE049,DP036,"2025-03-04 16:48:00","2025-03-04 17:10:00",2,519.44,76.70,22,Shipped,PAY01,Afternoon
ORD01189,CUST0037,PROD086,STORE022,DP031,"2024-05-23 15:27:00","2024-05-23 15:50:00",8,3449.44,65.00,23,Delivered,PAY03,Afternoon
ORD01190,CUST0028,PROD036,STORE003,DP022,"2024-07-02 17:43:00","2024-07-02 18:07:00",10,3808.30,904.68,24,Cancelled,PAY02,Evening
ORD01191,CUST0039,PROD121,STORE007,DP017,"2025-03-03 07:54:00","2025-03-03 08:19:00",1,160.72,15.17,25,Delivered,PAY01,Morning
ORD01192,CUST0010,PROD123,STORE035,DP020,"2024-03-17 14:25:00","2024-03-17 14:51:00",7,1113.77,104.13,26,Shipped,PAY02,Afternoon
ORD01193,CUST0049,PROD064,STORE024,DP039,"2024-02-18 17:30:00","2024-02-18 17:57:00",2,335.64,6.14,27,Shipped,PAY03,Evening
ORD01194,CUST0020,PROD103,STORE046,DP041,"2024-08-29 09:10:00","2024-08-29 09:38:00",7,443.17,45.69,28,Pending,PAY05,Morning
ORD01196,CUST0028,PROD030,STORE020,DP047,"2025-04-23 16:46:00","2025-04-23 17:16:00",8,596.80,58.33,30,Returned,PAY03,Afternoon
ORD01198,CUST0029,PROD025,STORE030,DP041,"2024-04-26 17:10:00","2024-04-26 17:21:00",7,416.85,5.30,11,Returned,PAY05,Evening
ORD01199,CUST0018,PROD133,STORE023,DP047,"2025-06-06 15:43:00","2025-06-06 15:55:00",7,2351.09,147.46,12,Shipped,PAY05,Afternoon
ORD01204,CUST0014,PROD120,STORE018,DP026,"2025-01-09 14:28:00","2025-01-09 14:45:00",9,3375.81,657.24,17,Cancelled,PAY05,Afternoon
ORD01205,CUST0031,PROD057,STORE015,DP007,"2025-05-24 13:07:00","2025-05-24 13:25:00",3,1285.71,255.05,18,Cancelled,PAY03,Afternoon
ORD01209,CUST0018,PROD021,STORE018,DP018,"2024-03-31 09:42:00","2024-03-31 10:04:00",5,1860.90,431.81,22,Shipped,PAY01,Morning
ORD01210,CUST0038,PROD101,STORE016,DP007,"2025-06-09 15:58:00","2025-06-09 16:21:00",5,2298.10,188.31,23,Pending,PAY03,Afternoon
ORD01211,CUST0003,PROD110,STORE032,DP048,"2025-05-07 13:18:00","2025-05-07 13:42:00",8,3609.12,12.70,24,Delivered,PAY03,Afternoon
ORD01212,CUST0015,PROD104,STORE007,DP027,"2024-09-08 16:38:00","2024-09-08 17:03:00",3,1407.24,75.30,25,Shipped,PAY03,Afternoon
ORD01213,CUST0028,PROD074,STORE014,DP049,"2024-04-22 20:06:00","2024-04-22 20:32:00",2,259.16,2.00,26,Cancelled,PAY02,Evening
ORD01216,CUST0009,PROD089,STORE001,DP042,"2024-03-15 10:55:00","2024-03-15 11:24:00",1,226.89,27.66,29,Pending,PAY05,Morning
ORD01217,CUST0021,PROD125,STORE013,DP006,"2025-03-14 12:36:00","2025-03-14 13:06:00",4,378.36,27.60,30,Pending,PAY04,Afternoon
ORD01219,CUST0017,PROD107,STORE044,DP013,"2024-09-20 14:31:00","2024-09-20 14:42:00",8,3678.40,39.83,11,Pending,PAY02,Afternoon
ORD01221,CUST0026,PROD070,STORE038,DP048,"2025-01-29 17:31:00","2025-01-29 17:44:00",10,2637.60,604.58,13,Cancelled,PAY05,Evening
ORD01223,CUST0049,PROD038,STORE013,DP033,"2024-01-09 14:37:00","2024-01-09 14:52:00",5,2393.00,537.81,15,Shipped,PAY03,Afternoon
ORD01226,CUST0047,PROD109,STORE017,DP039,"2024-07-23 10:40:00","2024-07-23 10:58:00",3,866.01,200.55,18,Pending,PAY01,Morning
ORD01227,CUST0033,PROD021,STORE031,DP035,"2024-10-08 18:57:00","2024-10-08 19:16:00",2,655.36,173.78,19,Returned,PAY01,Evening
ORD01228,CUST0038,PROD128,STORE027,DP048,"2025-01-06 07:42:00","2025-01-06 08:02:00",1,341.80,31.10,20,Cancelled,PAY05,Morning
ORD01229,CUST0041,PROD023,STORE042,DP035,"2025-01-02 18:11:00","2025-01-02 18:32:00",9,551.16,84.64,21,Cancelled,PAY01,Evening
ORD01230,CUST0049,PROD047,STORE023,DP018,"2025-01-03 17:47:00","2025-01-03 18:09:00",1,198.10,50.30,22,Returned,PAY05,Evening
ORD01231,CUST0023,PROD141,STORE047,DP004,"2025-02-01 14:33:00","2025-02-01 14:56:00",1,135.09,31.89,23,Cancelled,PAY05,Afternoon
ORD01232,CUST0022,PROD112,STORE033,DP046,"2025-01-14 11:50:00","2025-01-14 12:14:00",6,1336.50,237.03,24,Delivered,PAY04,Morning
ORD01233,CUST0001,PROD137,STORE016,DP001,"2025-03-01 09:25:00","2025-03-01 09:50:00",2,450.02,31.94,25,Cancelled,PAY05,Morning
ORD01237,CUST0045,PROD047,STORE002,DP004,"2024-09-24 16:42:00","2024-09-24 17:11:00",9,3988.08,806.84,29,Cancelled,PAY02,Afternoon
ORD01242,CUST0032,PROD079,STORE015,DP009,"2024-05-27 19:45:00","2024-05-27 19:58:00",3,605.25,87.73,13,Shipped,PAY01,Evening
ORD01243,CUST0033,PROD001,STORE012,DP025,"2024-10-29 15:14:00","2024-10-29 15:28:00",8,1532.24,408.21,14,Returned,PAY03,Afternoon
ORD01246,CUST0024,PROD102,STORE004,DP018,"2024-08-08 17:30:00","2024-08-08 17:47:00",4,1028.28,113.55,17,Cancelled,PAY01,Evening
ORD01248,CUST0048,PROD089,STORE011,DP018,"2025-03-21 10:27:00","2025-03-21 10:46:00",10,4623.90,392.74,19,Shipped,PAY03,Morning
ORD01251,CUST0047,PROD081,STORE025,DP012,"2025-01-24 12:23:00","2025-01-24 12:39:00",4,475.84,50.91,16,Shipped,PAY05,Afternoon
ORD01252,CUST0042,PROD029,STORE032,DP015,"2024-04-27 15:11:00","2024-04-27 15:28:00",9,3121.92,275.15,17,Pending,PAY02,Afternoon
ORD01253,CUST0014,PROD031,STORE038,DP032,"2024-08-06 10:13:00","2024-08-06 10:31:00",9,693.72,116.36,18,Pending,PAY03,Morning
ORD01254,CUST0038,PROD145,STORE040,DP025,"2025-01-15 09:48:00","2025-01-15 10:07:00",1,143.20,0.03,19,Shipped,PAY05,Morning
ORD01255,CUST0023,PROD035,STORE037,DP002,"2024-06-06 14:07:00","2024-06-06 14:27:00",9,4043.52,617.44,20,Cancelled,PAY03,Afternoon
ORD01256,CUST0011,PROD135,STORE017,DP018,"2025-03-23 13:33:00","2025-03-23 13:54:00",2,528.94,71.81,21,Delivered,PAY02,Afternoon
ORD01257,CUST0003,PROD048,STORE001,DP032,"2024-06-23 08:33:00","2024-06-23 08:55:00",5,2053.85,507.15,22,Returned,PAY03,Morning
ORD01258,CUST0044,PROD083,STORE039,DP042,"2024-05-26 16:07:00","2024-05-26 16:30:00",6,2448.12,676.79,23,Delivered,PAY03,Afternoon
ORD01260,CUST0003,PROD053,STORE015,DP032,"2024-04-09 12:32:00","2024-04-09 12:57:00",7,2101.89,395.44,25,Returned,PAY01,Afternoon
ORD01261,CUST0004,PROD044,STORE045,DP037,"2025-04-25 15:13:00","2025-04-25 15:39:00",5,858.35,142.46,26,Delivered,PAY01,Afternoon
ORD01263,CUST0008,PROD017,STORE049,DP005,"2024-02-29 08:50:00","2024-02-29 09:18:00",1,184.27,18.94,28,Cancelled,PAY04,Morning
ORD01265,CUST0048,PROD113,STORE046,DP050,"2025-03-06 07:33:00","2025-03-06 08:03:00",7,1665.37,493.60,30,Pending,PAY02,Morning
ORD01266,CUST0030,PROD094,STORE014,DP025,"2025-03-21 09:03:00","2025-03-21 09:13:00",10,1246.60,337.31,10,Shipped,PAY01,Morning
ORD01267,CUST0027,PROD003,STORE010,DP007,"2025-05-17 14:50:00","2025-05-17 15:01:00",3,239.88,3.34,11,Shipped,PAY02,Afternoon
ORD01270,CUST0014,PROD116,STORE013,DP050,"2025-02-27 18:50:00","2025-02-27 19:08:00",1,360.65,52.76,18,Pending,PAY01,Evening
ORD01271,CUST0043,PROD119,STORE046,DP032,"2024-08-09 10:09:00","2024-08-09 10:28:00",1,431.47,82.08,19,Delivered,PAY02,Morning
ORD01272,CUST0028,PROD034,STORE031,DP034,"2025-04-21 09:34:00","2025-04-21 09:54:00",3,1151.19,86.36,20,Delivered,PAY02,Morning
ORD01273,CUST0024,PROD149,STORE028,DP029,"2024-10-23 10:39:00","2024-10-23 11:00:00",10,2779.80,571.18,21,Delivered,PAY04,Morning
ORD01274,CUST0044,PROD134,STORE046,DP048,"2025-05-04 12:08:00","2025-05-04 12:30:00",2,891.74,164.56,22,Returned,PAY04,Afternoon
ORD01275,CUST0049,PROD057,STORE031,DP034,"2024-04-05 12:50:00","2024-04-05 13:13:00",8,3626.16,382.53,23,Shipped,PAY02,Afternoon
ORD01276,CUST0022,PROD064,STORE006,DP007,"2024-01-17 19:44:00","2024-01-17 20:08:00",5,1177.75,139.47,24,Shipped,PAY04,Evening
ORD01277,CUST0019,PROD136,STORE008,DP041,"2025-01-16 18:41:00","2025-01-16 19:06:00",8,2509.84,197.42,25,Cancelled,PAY03,Evening
ORD01278,CUST0001,PROD113,STORE010,DP046,"2024-11-19 16:05:00","2024-11-19 16:31:00",5,2091.95,290.75,26,Pending,PAY03,Afternoon
ORD01279,CUST0046,PROD022,STORE019,DP007,"2024-06-28 13:08:00","2024-06-28 13:35:00",1,432.64,55.97,27,Returned,PAY01,Afternoon
ORD01280,CUST0034,PROD005,STORE044,DP008,"2024-06-29 07:36:00","2024-06-29 08:04:00",7,390.74,85.77,28,Shipped,PAY04,Morning
ORD01281,CUST0007,PROD048,STORE039,DP031,"2024-02-05 17:10:00","2024-02-05 17:39:00",1,175.74,26.10,29,Pending,PAY05,Evening
ORD01282,CUST0046,PROD099,STORE001,DP039,"2024-12-04 10:37:00","2024-12-04 11:07:00",6,609.60,146.99,30,Shipped,PAY05,Morning
ORD01283,CUST0045,PROD076,STORE041,DP013,"2024-07-22 17:13:00","2024-07-22 17:23:00",7,530.11,110.35,10,Delivered,PAY04,Evening
ORD01284,CUST0002,PROD134,STORE035,DP048,"2024-05-14 15:07:00","2024-05-14 15:18:00",3,856.62,117.20,11,Pending,PAY01,Afternoon
ORD01285,CUST0042,PROD089,STORE018,DP049,"2024-10-27 18:02:00","2024-10-27 18:14:00",10,2107.50,533.01,12,Shipped,PAY05,Evening
ORD01288,CUST0026,PROD150,STORE044,DP001,"2024-08-15 19:41:00","2024-08-15 19:56:00",6,1710.84,349.07,15,Returned,PAY03,Evening
ORD01289,CUST0020,PROD104,STORE048,DP010,"2024-08-29 13:47:00","2024-08-29 14:03:00",5,627.55,184.09,16,Delivered,PAY03,Afternoon
ORD01290,CUST0003,PROD095,STORE045,DP044,"2024-06-03 20:01:00","2024-06-03 20:18:00",9,2057.22,355.71,17,Delivered,PAY04,Evening
ORD01291,CUST0041,PROD148,STORE009,DP047,"2024-03-01 18:56:00","2024-03-01 19:14:00",7,470.33,28.79,18,Pending,PAY01,Evening
ORD01292,CUST0018,PROD034,STORE045,DP002,"2025-04-02 09:11:00","2025-04-02 09:30:00",1,445.48,44.04,19,Shipped,PAY05,Morning
ORD01293,CUST0003,PROD033,STORE028,DP004,"2025-05-24 19:17:00","2025-05-24 19:37:00",6,1815.78,119.07,20,Cancelled,PAY04,Evening
ORD01294,CUST0049,PROD133,STORE021,DP004,"2025-03-07 19:49:00","2025-03-07 20:10:00",5,2002.65,283.47,21,Shipped,PAY01,Evening
ORD01295,CUST0031,PROD006,STORE042,DP033,"2025-02-12 09:34:00","2025-02-12 09:56:00",5,1377.60,163.28,22,Cancelled,PAY02,Morning
ORD01296,CUST0028,PROD105,STORE012,DP048,"2025-03-13 12:48:00","2025-03-13 13:11:00",3,811.56,97.29,23,Pending,PAY05,Afternoon
ORD01297,CUST0004,PROD118,STORE005,DP015,"2025-06-29 11:48:00","2025-06-29 12:12:00",1,291.71,86.62,24,Pending,PAY01,Morning
ORD01298,CUST0008,PROD105,STORE040,DP046,"2025-06-22 19:46:00","2025-06-22 20:11:00",10,1060.10,24.54,25,Delivered,PAY03,Evening
ORD01300,CUST0014,PROD099,STORE009,DP048,"2025-06-14 16:59:00","2025-06-14 17:26:00",6,2429.22,679.02,27,Cancelled,PAY03,Afternoon
ORD01301,CUST0039,PROD130,STORE002,DP003,"2025-04-30 14:52:00","2025-04-30 15:20:00",6,563.52,110.75,28,Delivered,PAY05,Afternoon
ORD01304,CUST0010,PROD006,STORE002,DP021,"2024-05-13 18:23:00","2024-05-13 18:33:00",5,2242.00,330.80,10,Returned,PAY01,Evening
ORD01306,CUST0027,PROD119,STORE039,DP017,"2025-02-14 08:52:00","2025-02-14 09:04:00",4,1650.88,300.42,12,Delivered,PAY04,Morning
ORD01307,CUST0038,PROD104,STORE004,DP029,"2025-05-11 18:35:00","2025-05-11 18:48:00",10,4394.80,327.89,13,Pending,PAY02,Evening
ORD01308,CUST0015,PROD081,STORE010,DP016,"2024-04-02 18:34:00","2024-04-02 18:48:00",2,913.20,126.62,14,Delivered,PAY01,Evening
ORD01309,CUST0012,PROD057,STORE035,DP022,"2024-12-31 19:48:00","2024-12-31 20:03:00",5,2289.10,341.77,15,Pending,PAY04,Evening
ORD01310,CUST0045,PROD072,STORE043,DP002,"2024-05-05 09:00:00","2024-05-05 09:16:00",9,893.88,0.74,16,Cancelled,PAY03,Morning
ORD01312,CUST0050,PROD061,STORE035,DP020,"2024-07-22 12:23:00","2024-07-22 12:41:00",4,1471.20,301.08,18,Cancelled,PAY03,Afternoon
ORD01313,CUST0021,PROD029,STORE015,DP010,"2024-04-06 20:03:00","2024-04-06 20:22:00",1,227.58,24.81,19,Delivered,PAY04,Evening
ORD01314,CUST0018,PROD025,STORE038,DP002,"2024-02-17 11:18:00","2024-02-17 11:38:00",10,1199.40,353.28,20,Shipped,PAY01,Morning
ORD01315,CUST0019,PROD065,STORE032,DP036,"2024-09-08 18:26:00","2024-09-08 18:47:00",7,1693.23,489.38,21,Returned,PAY05,Evening
ORD01317,CUST0046,PROD046,STORE012,DP038,"2024-04-01 10:23:00","2024-04-01 10:46:00",5,995.65,288.89,23,Pending,PAY01,Morning
ORD01318,CUST0008,PROD068,STORE022,DP005,"2024-05-03 08:44:00","2024-05-03 09:08:00",3,327.42,76.41,24,Delivered,PAY05,Morning
ORD01322,CUST0040,PROD047,STORE010,DP048,"2025-04-04 15:41:00","2025-04-04 16:09:00",3,455.49,109.69,28,Shipped,PAY02,Afternoon
ORD01325,CUST0002,PROD070,STORE039,DP029,"2024-05-17 15:12:00","2024-05-17 15:22:00",5,2496.80,481.61,10,Shipped,PAY01,Afternoon
ORD01326,CUST0037,PROD095,STORE045,DP001,"2024-11-16 09:06:00","2024-11-16 09:17:00",2,190.80,36.94,11,Pending,PAY04,Morning
ORD01327,CUST0017,PROD028,STORE035,DP021,"2024-10-16 10:47:00","2024-10-16 10:59:00",3,406.77,47.67,12,Cancelled,PAY01,Morning
ORD01328,CUST0009,PROD013,STORE020,DP001,"2025-02-15 14:35:00","2025-02-15 14:48:00",6,1001.52,260.40,13,Delivered,PAY04,Afternoon
ORD01329,CUST0007,PROD041,STORE012,DP022,"2024-12-30 12:38:00","2024-12-30 12:52:00",10,1646.80,46.83,14,Cancelled,PAY04,Afternoon
ORD01332,CUST0036,PROD124,STORE035,DP026,"2024-03-01 08:23:00","2024-03-01 08:40:00",1,389.15,57.10,17,Returned,PAY03,Morning
ORD01333,CUST0024,PROD079,STORE023,DP019,"2024-11-02 17:27:00","2024-11-02 17:45:00",7,1325.73,355.08,18,Returned,PAY04,Evening
ORD01334,CUST0003,PROD115,STORE037,DP042,"2024-04-01 14:04:00","2024-04-01 14:23:00",10,2944.70,671.09,19,Shipped,PAY02,Afternoon
ORD01335,CUST0050,PROD010,STORE039,DP042,"2024-10-02 10:37:00","2024-10-02 10:57:00",2,381.70,41.20,20,Shipped,PAY04,Morning
ORD01336,CUST0019,PROD051,STORE027,DP016,"2024-11-02 19:30:00","2024-11-02 19:51:00",4,695.84,60.62,21,Delivered,PAY01,Evening
ORD01337,CUST0040,PROD001,STORE039,DP046,"2025-03-10 13:00:00","2025-03-10 13:22:00",10,4755.90,1048.77,22,Shipped,PAY05,Afternoon
ORD01339,CUST0032,PROD054,STORE004,DP017,"2025-02-01 14:18:00","2025-02-01 14:42:00",7,1975.12,26.81,24,Cancelled,PAY03,Afternoon
ORD01341,CUST0032,PROD088,STORE004,DP030,"2024-02-08 07:59:00","2024-02-08 08:25:00",8,1451.60,414.94,26,Returned,PAY04,Morning
ORD01342,CUST0024,PROD012,STORE049,DP015,"2024-07-11 18:42:00","2024-07-11 19:09:00",3,492.33,9.02,27,Returned,PAY01,Evening
